list_entry,review_status,bowl_barrow_identity,single_monument,upstanding_earthwork,geometry_qa,terrain_coverage,terrain_provenance,geographic_group_id,exclusion_reason,evidence_codes,reviewer_notes,review_date,source_access_date,source_last_edit_at,capture_scale,terrain_year,source_resolution_m,survey_program,second_review_required
1010446,rejected,no,uncertain,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N4,not_bowl_barrow,identity:not_explicit,Official entry does not explicitly support bowl-barrow identity.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1019254,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1008136,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1011858,rejected,no,yes,yes,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N3,cairn,identity:explicit_bowl_barrow;type:described_as_cairn,Details identify the scheduled feature as a cairn.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008923,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016061,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1007354,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,true
1009768,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1011274,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1013584,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E6_N3,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1016009,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1020734,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1016683,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010643,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,true
1016845,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1021304,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N3,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1007340,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007631,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1018531,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1013883,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009019,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1012301,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1431695,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N2,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:2500,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008911,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,false
1016648,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1008132,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1009441,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E4_N3,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1013863,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1016105,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1013435,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,true
1010405,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1011272,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1012716,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E4_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1011988,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1007892,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1020572,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E2_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1013287,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1013897,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N3,cropmark_only,identity:explicit_bowl_barrow;monument:single_supported;relief:cropmark_only,Details support cropmark evidence only.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008625,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1007383,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1013390,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1007986,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1012351,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E6_N1,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1009026,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1009249,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1008903,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E3_N4,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1017976,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E2_N1,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008134,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1008938,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1012835,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,true
1007305,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E1_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:2500,2020,1,National LIDAR Programme,false
1008526,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E6_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1002472,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:2500,2020,1,National LIDAR Programme,true
1011276,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1018414,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1008022,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1009076,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E5_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1010634,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1009429,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N2,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1020210,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1007334,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N2,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1007394,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1013389,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1018895,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E5_N1,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1012337,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E6_N1,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1013114,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1018045,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1009114,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1021063,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2022,1,National LIDAR Programme,true
1007731,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N4,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1010104,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1020951,rejected,yes,yes,yes,pass,fail,not_reviewed,BNG_100KM_E4_N4,terrain_no_1m_coverage,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain coverage QA failed: terrain_no_1m_coverage.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1004330,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E1_N0,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1011438,needs_terrain_review,yes,yes,yes,pass,pass,needs_review,BNG_100KM_E6_N2,terrain_provenance_confounded,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,Terrain provenance requires review: terrain_provenance_confounded.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1013790,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N1,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1011282,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N5,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2018,1,National LIDAR Programme,false
1010010,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E4_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2021,1,National LIDAR Programme,false
1017269,uncertain,yes,yes,uncertain,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E3_N0,insufficient_evidence,identity:explicit_bowl_barrow;monument:single_supported;relief:insufficient_evidence,Surviving upstanding morphology is not explicit enough.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,false
1013406,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2019,1,National LIDAR Programme,false
1010645,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E2_N0,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
1012632,rejected,yes,yes,no,not_reviewed,not_reviewed,not_reviewed,BNG_100KM_E4_N2,no_upstanding_relief,identity:explicit_bowl_barrow;monument:single_supported;relief:levelled,Details do not support surviving upstanding relief.,2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,true
1020211,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E5_N3,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2017,1,National LIDAR Programme,false
1010314,accepted,yes,yes,yes,pass,pass,pass,BNG_100KM_E3_N2,,identity:explicit_bowl_barrow;monument:single_supported;relief:upstanding_supported,"Passed full-entry, geometry, coverage, and provenance gates.",2026-08-27,2026-08-27,2026-08-27T05:59:25.097000+00:00,1:10000,2020,1,National LIDAR Programme,false
